VideoID,Title,Description,Author,Published,ViewCount,Duration,Likes,Dislikes,Rating,Category,CategoryNumber,CommentCount,Comments,Query Term,LabelOrder,TaskOrder
5S5k-72HuKU,Fluke Ti40FT FlexCam IR Thermal Imager Ti40,http://www.aaatesters.com/Fluke_IR_Thermal_Imagers-Fluke_Ti40FT_FlexCam_IR_Thermal_Imager_Ti40.html The Fluke Ti4x models feature everything ...,AAATesters.com,2014-04-19T10:20:54.000Z,245,0:00:49,0,0,0,Film & Animation,5,0,[],"thermography ""thermal imager""",1028,164
_VgVQ84fWec,tecnica para buscar corto en celulares y tablet con cÃ¡mara tÃ©rmica FLIR ONE ejemplo interesante,aprende a reparar celulares y tables gratis en nuestro canal suscribete y comparte nuestro material facebook ...,carlos quiceno,2016-11-01T06:26:16.000Z,203118,0:22:14,0,0,4.9078269,Unknown,16,273,[],"""flir one""",2813,165
Hke44B8VfGg,Mouse Can't Hide from Infrared Camera!,"Haha! Nice try, Mickey! That type of bag is transparent to infrared light, and with my thermographic camera, I got you in my sights!",James Lincoln,2014-03-01T22:55:51.000Z,2274,0:01:10,4,0,5,Education,3,0,[],"thermography ""infrared camera""",1164,166
5Bye7ck-9iY,Ps4 pro silent with liquid metal grizzly,,McE McErono,2016-11-16T12:19:10.000Z,283,0:00:30,3,1,4,Gaming,6,2,[],"""thermal image"" ""thermal paste""",2586,167
ANUIUe-Y2Wo,How to Modify Cheap Digital Camera to View in Infrared Spectrum,You can modify an inexpensive digital camera by removing the IR blocking filter from the lens element. This modification is useful for viewing infrared actions that ...,GuruBrew2,2015-08-05T18:13:30.000Z,7225,0:13:44,26,6,4.25,Science & Technology,13,2,[],"""thermal camera"" ""infrared camera""",1382,168
IHIB4f90K3I,TI450 Multisharp Focus,Get Your TI450 Here: www.testequipmentdepot.com/fluke/thermal/professional/60-hz-320-x-240-thermal-imaging-camera-ti450-60hz.htm.,Test Equipment Depot,2016-05-06T18:31:45.000Z,50,0:01:29,0,0,0,Science & Technology,13,0,[],"lepton ""infrared thermography""",1434,169
8I-WuX2dZVU,12 MP Imaging Performance & Flir Thermal Camera Cores - Vision 2016 Part 3,In part 3 of our Vision coverage we talk about low light camera sensitivity and how to make better buying decisions with our EMVA1288 test results. We also talk ...,FLIR Integrated Imaging Solutions,2016-11-10T16:53:50.000Z,849,0:02:29,5,0,5,Science & Technology,13,0,[],"""thermal camera"" ""flir thermal""",1898,170
LWR3SS9RiFs,Belly Dance with Thermal Imaging,http://www.thermalvideo.com.,thermalvideo,2013-03-15T14:31:43.000Z,928,0:02:00,1,0,5,Science & Technology,13,1,[],"""thermal image"" ""seek thermal""",460,171
ISUCp5_8JgY,Thermal Imaging Drone Captures Bigfoot,UAV with Thermal Camera captures bigfoot in brush then running down remote mountain road.,RMUSUAV,2016-05-17T21:37:54.000Z,4483,0:00:22,3,19,1.545454502,Science & Technology,13,14,[],"""thermal image"" ""thermal imager""",2084,172
6s3V1sGGTPM,Long Review - BlackVue DR650S-2CH with Night-vision,Purchase this cam here: http://amzn.to/2dBOMwv Unboxing Video: https://www.youtube.com/watch?v=xw2GjFXvA0c Short Review Video: ...,Uber Man,2016-10-24T05:18:38.000Z,8836,0:24:32,83,3,4.86046505,Travel & Events,15,53,[],"""night vision""",2079,173
7z8Ml_XO1dQ,FUTURE - Night Vision Pt. 2,,Freebandz Films,2017-02-17T00:37:50.000Z,65444,0:00:48,761,26,4.867852688,Music,8,156,[],"""night vision""",685,174
wRFgAlfXxSE,Facebook NasÄ±l Ã‡alÄ±nÄ±r Kolay 2017,"+20 Like Yeni Video.. ----------------------------------- becky g facebook live, behzat Ã§ facebook, bnat l'facebook, bryan b facebook, c walk facebook, c'est quoi ...",Turgut Official,2017-07-20T18:27:16.000Z,754,0:01:36,25,13,3.631578922,People & Blogs,11,45,[],"""u facebook""",796,175
sjEus6qhMTU,KAKO PROVALITI NEKOM U FACEBOOK RADI 100% 2015,Subscribe na kanal ako vam je ovo pomoglo :D Facebook stranica: ...,CroTuT,2015-03-12T21:20:59.000Z,699,0:01:03,2,1,3.666666746,People & Blogs,11,0,[],"""u facebook""",2035,176
XmYN-jOtLfs,Live Fire Training 4-14-13,Live Fire Training at Clatsop Community College's MERTS Campus in the Fire Response and Research Center on 4-14-13. Taken with the Argus Mi-TIC.,Kurt Donaldson,2013-04-14T18:59:03.000Z,133,0:06:46,0,0,0,Education,3,0,[],"""thermal imaging"" ""thermal paste""",773,177
Iv4Ave2nCt8,Fluke Ti10 9Hz Infrared Thermal Imager IR,http://www.aaatesters.com/Fluke_IR_Thermal_Imagers-Fluke_Ti10_9Hz_Infrared_Thermal_Imager_IR_New.html Fluke Ti10 Infrared Thermal Imager Optimized ...,AAATesters.com,2014-04-09T09:17:50.000Z,182,0:00:49,0,2,1,Film & Animation,5,0,[],"infrared ""thermal imager""",2077,178
fnQuhg5r5Ns,FLIR LS Series Thermal Imager for Law Enforcement,Night Vision Thermal Imaging.,Ti Thermal Imaging,2013-06-12T11:48:18.000Z,108,0:01:18,1,0,5,Science & Technology,13,0,[],"""thermal imaging"" ""thermal imager""",2322,179
gmMO51k_YnY,Fluke Ti40FT FlexCam IR Thermal Imager Ti40,http://www.aaatesters.com/Fluke_IR_Thermal_Imagers-Fluke_Ti40FT_FlexCam_IR_Thermal_Imager_Ti40.html Fluke Ti40FT FlexCam IR Thermal Imager Ti40 ...,AAATesters Test Equipment,2017-02-11T10:48:52.000Z,9,0:00:49,0,0,0,Unknown,16,0,[],"infrared ""thermal imager""",2611,180
qYYPF3HuD74,Night Vision Goggles Test of Runcam Night Eagle FPV Camera + DVR,Want more information on building Night Vision Goggles? Download a FREE War Parts List & Report HERE: ...,Superhero Armory,2017-01-21T21:48:44.000Z,19179,0:07:34,565,8,4.944153786,Science & Technology,13,205,[],"""night vision""",2588,181
Edxyhp27FMY,Using Infrared Thermography,Using the latest tools to save money.,centraltexasinfrared,2011-01-30T06:09:55.000Z,6,0:00:35,0,0,0,Entertainment,4,0,[],"""infrared thermography""",1884,182
tCUpry4M-cY,Fixing XBox 360 RROD E74 0102 Video Replaced X-Clamps Thermal Paste Compound,"E74 X-Box 360 RROD fix Video (Sound with no Video) Replaced X-Clamps Thermal Paste Compound. Had to bake it though... Any questions, just ask.",TheUnixCube,2010-03-26T02:00:51.000Z,17742,0:00:48,3,17,1.600000024,Gaming,6,6,[],"infrared ""thermal paste""",319,183
g6z46OhU-Gc,Flir E5 Thermal Imager with Multi Spectral Dynamic Imaging,http://www.aikencolon.com/flir-e5-infrared-camera-thermography Flir E5 Infrared Camera Thermal Imager MSX Enhancement 120 x 90 9Hz The Flir E5 features ...,AC Tool Supply,2013-10-04T16:48:35.000Z,3128,0:01:52,4,0,5,Science & Technology,13,0,[],"""thermal imager""",1961,184
38_OVasgseU,Bigfoot Caught on Seek Thermal-Kettle Moraine Breakdown,Original Footage: https://www.youtube.com/watch?v=-I2yU6oCxtw Like us on Facebook: https://www.facebook.com/theparanormalreviews For business inquiry's ...,The Paranormal Review,2016-05-13T15:12:24.000Z,5802,0:04:10,22,24,2.913043499,Education,3,12,[],"""thermal image"" ""seek thermal""",304,185
pwdhL8kp77Q,flir thermal infrared imaging night vision camera,This video demonstrates the amazing capabilities of LWIR FLIR thermal Infrared imaging cameras capabilities of seeing through smoke. www.ir55.com.,hms311,2008-08-06T05:57:46.000Z,1022,0:00:54,0,0,0,Entertainment,4,0,[],"infrared ""flir thermal""",2723,186
ldqRiGYD1QE,See at Night with FLIR's PathFindIR II Driver Vision Enhancement System,"PathFindIR II is a powerful thermal night vision system that lets you see road hazards clearly in total darkness, detecting and alerting you to nearby vehicles, ...",FLIR Systems,2015-08-13T16:55:57.000Z,7827,0:01:23,25,0,5,Science & Technology,13,1,[],"thermography ""night vision""",2032,187
jxvh2ipr9Gw,How to make thermal scope emblem on black ops,,HyperionGaming101,2012-01-25T00:12:42.000Z,176,0:01:36,0,1,1,Gaming,6,1,[],"""thermal camera"" ""thermal paste""",2095,188
jvaUe8_LP2I,PS4 changing thermal paste CUH-1006A full teardown ãƒ—ãƒ¬ã‚¤ã‚¹ãƒ†ãƒ¼ã‚·ãƒ§ãƒ³,SAA-001 motherboard first generation PS4 model https://www.facebook.com/markphil.laplano.,playstation2bigs,2017-03-04T07:13:59.000Z,209,0:17:33,4,1,4.199999809,Gaming,6,4,[],"""thermal image"" ""thermal paste""",1162,189
qKs6__AX-cE,Infrared Night Vision IR illuminator group test : Pulsar X850 IR vs Nightmaster NM400IR,Choosing the correct IR illuminator is troublesome so at Scott Country we pitch the two latest entry level IR illuminators against each other to find out which is ...,scottcountry,2013-10-28T16:12:47.000Z,16852,0:06:50,18,1,4.789473534,Science & Technology,13,1,[],"infrared ""night vision""",2270,190
xb3cHWz1eK4,Long Range Infrared Security Camera - The IR 660 by Rugged Cams,The IR660 is a WDR Long Range Security Camera with night vision and a 6-60mm Telephoto Lens. The IR660 can illuminate an area as far away as 150 feet.,Rugged Cams,2013-06-12T20:01:48.000Z,11661,0:02:25,8,2,4.199999809,Science & Technology,13,2,[],"""thermal camera"" ""night vision""",423,191
jiPGTSTCREY,Seek Thermal camera teardown part 2,A look at the sensor die and PCB of the Seek Thermal camera. Part 1 ...,mikeselectricstuff,2015-01-28T14:52:06.000Z,22178,0:16:30,656,7,4.957767487,Science & Technology,13,65,[],"""seek thermal""",1920,192
L1pS_cQb2CI,WOW! Urban CLOSE AIR SUPPORT! Superb NIGHT VISION of Venom attack helicopter's TRACER FIRE!,"Wow! Urban close air support! Superb night vision of a Venom attack helicopter's tracer fire! (Please note, as always, that this video includes educational training ...",Ultimate Military Channel,2017-04-10T20:04:03.000Z,838432,0:05:13,4291,555,4.541890144,Science & Technology,13,593,[],"""night vision""",2733,193
3FAPbGjTrnM,Ftb Ultimate Ep. 007 ITA Pump  Geotermal  e Mfe,Benvenuti nel mio canale dove faccio guide tutorial let's play di giochi per Ps3 o pc. Grazie a quelli che mi seguono :) ISCRIVETEVI AL CANALE E ALLA FAN ...,michele93a,2014-07-06T16:18:52.000Z,15,0:38:04,2,0,5,Gaming,6,0,[],"thermal ""u facebook""",1401,194
h8PyGk3OvqM,Arctic Silver 5 Anti-Static Kit - 3 5 Grams Review,In this video I show you the Arctic Silver 5 (Anti-Static Kit) - 3.5 Grams with ArctiClean 60 ML Combo Kit. For more details please visit: http://po.st/CsCKpO Thank ...,Sanna Pusa,2017-02-26T23:40:35.000Z,0,0:00:00,0,0,0,Unknown,16,0,[],"""thermal camera"" ""thermal paste""",2128,195
wgesxFQkcWo,"hope-wish night vision IR laser dome,home surveillance infrared illuminator","Hope-Wish professional manufacture for long range PTZ night vision ir laser and infrared thermal camera, most supply for border defense,city safety,industry and ...",Hope-Wish thermal camera,2016-09-19T12:15:10.000Z,226,0:01:31,1,0,5,Science & Technology,13,0,[],"infrared ""night vision""",628,196
fKynY76lLvU,FLIR C2 Teaser Video - Pocket Sized Thermal Imager,Introducing the FLIR C2 Pocket Portable Thermal Imaging Camera with MSX Available at: ...,TEquipment.NET,2015-02-20T15:20:33.000Z,516,0:00:30,2,0,5,Science & Technology,13,0,[],"""thermal imager""",998,197
p5W7I0zIYkU,Thermal Camera Test 4: A new lens,"In this video, we look at the extremely hard to find replacement window for the L3/Cadillac Thermal camera. The kit arrived today and we installed it and did a ...",fdmjiv,2012-12-11T00:16:08.000Z,2350,0:08:12,6,1,4.428571224,Autos & Vehicles,1,2,[],"thermography ""night vision""",1899,198
IoH-GBsXVVQ,T.C.P.S. New Seek Thermal Camera,Visit www.TCPSteam.com for more information. The T.C.P.S. Team obtains its newest equipment added to its already long list of items - The Seek Thermal ...,T CPSHunters,2014-11-08T13:23:40.000Z,367,0:00:21,4,1,4.199999809,Nonprofits & Activism,10,1,[],"""thermal camera"" ""seek thermal""",1677,199
EjZyy5v1SWM,Home Made Thermal Paste With Things You Can Find At Home,Thanks 4 watching.Please subscribe and like.,AS GAMÄ°NG AND SOFTWARE,2015-04-18T21:24:32.000Z,2034,0:00:30,7,9,2.75,People & Blogs,11,0,[],"""thermal camera"" ""thermal paste""",1374,200
